Year,Amount ($),Ministry Name (Level 1),"Expenditure Category (Operating / Capital)
(Level 2)","Program Name
(Level 3)","Activity / Item
(Level 4)","Sub-Item 
(Level 5)",Standard Account (Expense/Asset Name) (Level 6),"Account Details (Expense/Asset Details) 
(Level 7)"
2016-17,96,Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Employee benefits,
2016-17,"59,306",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,
2016-17,"77,200",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,
2016-17,"5,657,088",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,
2016-17,"24,269",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,
2016-17,"103,261",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,
2016-17,"166,784",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,
2016-17,"258,338",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,
2016-17,"2,345,135",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,
2016-17,"3,750",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2016-17,"49,301",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Minister's Salary, the Executive Council Act"
2016-17,"8,888",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Broader Public Sector Labour Relations ,Supplies and equipment,
2016-17,"47,693",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Broader Public Sector Labour Relations ,Transportation and communication,
2016-17,"122,469",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Broader Public Sector Labour Relations ,Employee benefits,
2016-17,"457,594",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Broader Public Sector Labour Relations ,Services,
2016-17,"1,042,971",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Broader Public Sector Labour Relations ,Salaries and wages,
2016-17,"-1,165,272",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Employee Relations ,Recoveries,
2016-17,"157,791",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Employee Relations ,Supplies and equipment,
2016-17,"239,140",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Employee Relations ,Transportation and communication,
2016-17,"1,895,534",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Employee Relations ,Employee benefits,
2016-17,"7,641,367",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Employee Relations ,Services,
2016-17,"12,063,440",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Employee Relations ,Salaries and wages,
2016-17,"11,064",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Human Resources Policy & Planning,Supplies and equipment,
2016-17,"14,445",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Human Resources Policy & Planning,Transportation and communication,
2016-17,"214,431",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Human Resources Policy & Planning,Employee benefits,
2016-17,"227,263",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Human Resources Policy & Planning,Services,
2016-17,"1,768,692",Treasury Board Secretariat,Operating Expense,Bargaining And Compensation,Bargaining and Compensation,Human Resources Policy & Planning,Salaries and wages,
2016-17,"-703,301,552",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Recoveries,
2016-17,"135,007",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Other
2016-17,"652,882",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Justices of the Peace Supplemental Pension Plan
2016-17,"7,665,729",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Group Life Insurance
2016-17,"11,512,883",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Public Service Supplementary Plan
2016-17,"36,451,897",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Ontario Provincial Police Association Benefits
2016-17,"40,887,227",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Provincial Judges' Benefits Fund
2016-17,"54,919,553",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Dental Plan
2016-17,"74,610,680",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Employment Insurance
2016-17,"99,106,960",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Long - Term Income Protection
2016-17,"108,618,020",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Employer Health Tax
2016-17,"118,727,580",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Legislative Severance
2016-17,"150,894,836",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Supplementary Health and Hospital Plan
2016-17,"168,760,725",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Canada Pension Plan
2016-17,"189,377,862",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Retired Employees' Benefits
2016-17,"215,992,145",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Ontario Public Service Employees' Union Pension Plan
2016-17,"365,696,751",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,Employee and Pensioner Benefits (Employer Share),,Employee benefits,Public Service Pension Plan
2016-17,"-111,804,030",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,"Statutory Appropriations - Prior Period Obligations and Actuarial Adjustments, the Financial Administration Act",,Employee benefits,Workers Compensation Insurance Board (WSIB)
2016-17,"-69,460,949",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,"Statutory Appropriations - Prior Period Obligations and Actuarial Adjustments, the Financial Administration Act",,Employee benefits,Ontario Public Service Employees' Union Pension Plan
2016-17,"-65,715,020",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,"Statutory Appropriations - Prior Period Obligations and Actuarial Adjustments, the Financial Administration Act",,Employee benefits,Legislative Severance
2016-17,"-11,596,733",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,"Statutory Appropriations - Prior Period Obligations and Actuarial Adjustments, the Financial Administration Act",,Employee benefits,Vacation Pay and Compensated Absences
2016-17,"794,096",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,"Statutory Appropriations - Prior Period Obligations and Actuarial Adjustments, the Financial Administration Act",,Employee benefits,Group Life Insurance
2016-17,"1,350,272",Treasury Board Secretariat,Operating Expense,Employee And Pensioner Benefits (Employer Share) Program,"Statutory Appropriations - Prior Period Obligations and Actuarial Adjustments, the Financial Administration Act",,Employee benefits,Justices of the Peace Supplemental Pension Plan
