Year,Amount $,Ministry Name (Level 1),Expenditure Category (Operating / Capital)(Level 2),Program Name (Level 3),Activity / Item (Level 4),Sub Item (Level 5),Standard Account (Expense/Asset Name) (Level 6),Account Details (Expense/Asset Details) (Level 7)
2017-18,"91,613",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2017-18,"379,665",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2017-18,"2,814,360",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2017-18,"-46,195,550",Natural Resources and Forestry,Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Recoveries,No Value
2017-18,"141,805",Natural Resources and Forestry,Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Supplies and equipment,No Value
2017-18,"51,473,984",Natural Resources and Forestry,Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Services,No Value
2017-18,"1,095,377",Natural Resources and Forestry,Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Transportation and communication,No Value
2017-18,"2,655,978",Natural Resources and Forestry,Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Employee benefits,No Value
2017-18,"19,952,616",Natural Resources and Forestry,Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Salaries and wages,No Value
2017-18,"3,797,331",Natural Resources and Forestry,Capital Expense,Public Protection,Statutory Appropriations,No Value,Other transactions,"Amortization Expense, the Financial Administration Act"
2017-18,"2,129,002",Natural Resources and Forestry,Capital Expense,Public Protection,Infrastructure for Public Safety and Emergency Response,No Value,Supplies and equipment,No Value
2017-18,"4,147,201",Natural Resources and Forestry,Capital Expense,Public Protection,Infrastructure for Public Safety and Emergency Response,No Value,Services,No Value
2017-18,"360,270",Natural Resources and Forestry,Capital Expense,Public Protection,Infrastructure for Public Safety and Emergency Response,No Value,Transportation and communication,No Value
2017-18,"-5,794,539",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Recoveries,No Value
2017-18,"8,430,196",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Supplies and equipment,No Value
2017-18,"63,893,499",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Services,No Value
2017-18,"3,236,365",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Transportation and communication,No Value
2017-18,"5,012,833",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Employee benefits,No Value
2017-18,"42,510,419",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Salaries and wages,No Value
2017-18,"-35,525,900",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Recoveries,No Value
2017-18,"52,500",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Transfer payments,Ontario FireSmart Communities Initiative
2017-18,"4,598,298",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Supplies and equipment,No Value
2017-18,"26,870,119",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Services,No Value
2017-18,"2,507,544",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Transportation and communication,No Value
2017-18,"4,525,001",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Employee benefits,No Value
2017-18,"28,997,263",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Salaries and wages,No Value
2017-18,"14,506,101",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Statutory Appropriations,No Value,Other transactions,"Amortization Expense, the Financial Administration Act"
2017-18,"22,369,589",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2017-18,"-5,541,953",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Greenhouse Gas Reduction Initiatives,No Value,Recoveries,No Value
2017-18,"4,482,256",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Greenhouse Gas Reduction Initiatives,No Value,Transfer payments,GGRA – Mass Timber Building Project
2017-18,"2,980",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Greenhouse Gas Reduction Initiatives,No Value,Supplies and equipment,No Value
2017-18,"635,112",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Greenhouse Gas Reduction Initiatives,No Value,Services,No Value
2017-18,"50,716",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Greenhouse Gas Reduction Initiatives,No Value,Transportation and communication,No Value
2017-18,"64,572",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Greenhouse Gas Reduction Initiatives,No Value,Employee benefits,No Value
2017-18,"306,317",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Greenhouse Gas Reduction Initiatives,No Value,Salaries and wages,No Value
2017-18,"144,396",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Forest Industry,Services,No Value
2017-18,"431,645",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ministry Support Infrastructure,Supplies and equipment,No Value
2017-18,"4,073,367",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ministry Support Infrastructure,Services,No Value
2017-18,"97,895",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ministry Support Infrastructure,Transportation and communication,No Value
2017-18,"-2,602,999",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Recoveries,No Value
2017-18,"4,822,021",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Transfer payments,Conservation Authorities Infrastructure
2017-18,"767,198",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Supplies and equipment,No Value
2017-18,"11,204,832",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Services,No Value
2017-18,"56,272",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Transportation and communication,No Value
2017-18,"2,406,443",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,"Provincial Services, Science and Research",Supplies and equipment,No Value
2017-18,"692,981",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,"Provincial Services, Science and Research",Services,No Value
2017-18,"21,999",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,"Provincial Services, Science and Research",Transportation and communication,No Value
2017-18,"519,825",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ontario Parks Infrastructure,Transfer payments,Investment in Shared Infrastructure
2017-18,"2,666,828",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ontario Parks Infrastructure,Supplies and equipment,No Value
2017-18,"8,976,639",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ontario Parks Infrastructure,Services,No Value
2017-18,"29,839",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ontario Parks Infrastructure,Transportation and communication,No Value
2017-18,"-89,343,197",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Ontario Parks,No Value,Recoveries,No Value
2017-18,"50,000",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Ontario Parks,No Value,Transfer payments,Ontario Parks Resource Stewardship
2017-18,"20,000",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Ontario Parks,No Value,Transfer payments,Ontario Parks Partners' Bursary Program
