Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2023-24,426907,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Human Resources,Services,No Value
2023-24,12160,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Human Resources,Supplies and equipment,No Value
2023-24,158017,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Human Resources,Transfer payments,Youth Employment Programs
2023-24,-880409,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Human Resources,Recoveries,No Value
2023-24,3086028,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Communications Services,Salaries and wages,No Value
2023-24,542510,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Communications Services,Employee benefits,No Value
2023-24,32239,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Communications Services,Transportation and communication,No Value
2023-24,516347,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Communications Services,Services,No Value
2023-24,23085,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Communications Services,Supplies and equipment,No Value
2023-24,25053,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Legal Services,Transportation and communication,No Value
2023-24,8918590,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Legal Services,Services,No Value
2023-24,39730,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Legal Services,Supplies and equipment,No Value
2023-24,237415,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Information Systems,Services,No Value
2023-24,49301,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,16667,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2023-24,9028474,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Salaries and wages,No Value
2023-24,1328005,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Employee benefits,No Value
2023-24,273145,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Transportation and communication,No Value
2023-24,50991315,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Services,No Value
2023-24,371966,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Supplies and equipment,No Value
2023-24,14011790,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Transfer payments,Resource Revenue Sharing for Forestry
2023-24,35425700,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Transfer payments,Forestry Initiatives
2023-24,44978507,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Salaries and wages,No Value
2023-24,7368243,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Employee benefits,No Value
2023-24,3003414,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Transportation and communication,No Value
2023-24,13326871,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Services,No Value
2023-24,6579175,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Supplies and equipment,No Value
2023-24,247500,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Transfer payments,Fish and Wildlife Resource Stewardship
2023-24,-74276249,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Recoveries,No Value
2023-24,8970276,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Salaries and wages,No Value
2023-24,1363413,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Employee benefits,No Value
2023-24,44394,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Transportation and communication,No Value
2023-24,5577576,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Services,No Value
2023-24,202410,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Supplies and equipment,No Value
2023-24,-5046808,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Recoveries,No Value
2023-24,17961304,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Salaries and wages,No Value
2023-24,2647440,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Employee benefits,No Value
2023-24,282824,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Transportation and communication,No Value
2023-24,1744866,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Services,No Value
2023-24,107865,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Supplies and equipment,No Value
2023-24,110000,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Transfer payments,Annuities and Bonuses - Treaty 9
2023-24,253470,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Transfer payments,Resource Revenue Sharing for Aggregate
2023-24,7481880,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Transfer payments,Natural Resources Policy and Resource Stewardship
2023-24,-75000,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Recoveries,No Value
2023-24,41976980,Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Salaries and wages,No Value
